,Abbreviation,TeamId,GridPosition,Position,Time,Status,Race,TotalTime,Rain,Temp
982,PER,red_bull,4.0,4.0,5464526000000.0,Finished,Miami Grand Prix,0 days 01:31:04.526000,0.0,
983,SAI,ferrari,3.0,5.0,5466283000000.0,Finished,Miami Grand Prix,0 days 01:31:06.283000,0.0,
984,HAM,mercedes,8.0,6.0,5466461000000.0,Finished,Miami Grand Prix,0 days 01:31:06.461000,0.0,
985,TSU,rb,10.0,7.0,5476061000000.0,Finished,Miami Grand Prix,0 days 01:31:16.061000,0.0,
986,RUS,mercedes,7.0,8.0,5484665000000.0,Finished,Miami Grand Prix,0 days 01:31:24.665000,0.0,
987,ALO,aston_martin,15.0,9.0,5486983000000.0,Finished,Miami Grand Prix,0 days 01:31:26.983000,0.0,
988,OCO,alpine,13.0,10.0,5489622000000.0,Finished,Miami Grand Prix,0 days 01:31:29.622000,0.0,
989,HUL,haas,9.0,11.0,5490665000000.0,Finished,Miami Grand Prix,0 days 01:31:30.665000,0.0,
990,GAS,alpine,12.0,12.0,5494834000000.0,Finished,Miami Grand Prix,0 days 01:31:34.834000,0.0,
991,PIA,mclaren,6.0,13.0,5499632000000.0,Finished,Miami Grand Prix,0 days 01:31:39.632000,0.0,
992,ZHO,sauber,19.0,14.0,5499855000000.0,Finished,Miami Grand Prix,0 days 01:31:39.855000,0.0,
993,RIC,rb,20.0,15.0,5500832000000.0,Finished,Miami Grand Prix,0 days 01:31:40.832000,0.0,
994,BOT,sauber,16.0,16.0,5502232000000.0,Finished,Miami Grand Prix,0 days 01:31:42.232000,0.0,
995,STR,aston_martin,11.0,17.0,5505049000000.0,Finished,Miami Grand Prix,0 days 01:31:45.049000,0.0,
996,ALB,williams,14.0,18.0,5525967000000.0,Finished,Miami Grand Prix,0 days 01:32:05.967000,0.0,
997,MAG,haas,18.0,19.0,5534559000000.0,Finished,Miami Grand Prix,0 days 01:32:14.559000,0.0,
998,SAR,williams,17.0,20.0,,Retired,Miami Grand Prix,,0.0,
999,VER,red_bull,1.0,1.0,5125252000000.0,Finished,Emilia Romagna Grand Prix,0 days 01:25:25.252000,0.0,
1000,NOR,mclaren,2.0,2.0,5125977000000.0,Finished,Emilia Romagna Grand Prix,0 days 01:25:25.977000,0.0,
1001,LEC,ferrari,3.0,3.0,5133168000000.0,Finished,Emilia Romagna Grand Prix,0 days 01:25:33.168000,0.0,
1002,PIA,mclaren,5.0,4.0,5139384000000.0,Finished,Emilia Romagna Grand Prix,0 days 01:25:39.384000,0.0,
1003,SAI,ferrari,4.0,5.0,5147577000000.0,Finished,Emilia Romagna Grand Prix,0 days 01:25:47.577000,0.0,
1004,HAM,mercedes,8.0,6.0,5160356000000.0,Finished,Emilia Romagna Grand Prix,0 days 01:26:00.356000,0.0,
1005,RUS,mercedes,6.0,7.0,5172406000000.0,Finished,Emilia Romagna Grand Prix,0 days 01:26:12.406000,0.0,
1006,PER,red_bull,11.0,8.0,5180028000000.0,Finished,Emilia Romagna Grand Prix,0 days 01:26:20.028000,0.0,
1007,STR,aston_martin,13.0,9.0,5204808000000.0,Finished,Emilia Romagna Grand Prix,0 days 01:26:44.808000,0.0,
1008,TSU,rb,7.0,10.0,5222664000000.0,Lapped,Emilia Romagna Grand Prix,0 days 01:27:02.664000,0.0,
1009,HUL,haas,10.0,11.0,5230085000000.0,Lapped,Emilia Romagna Grand Prix,0 days 01:27:10.085000,0.0,
1010,MAG,haas,18.0,12.0,5231242000000.0,Lapped,Emilia Romagna Grand Prix,0 days 01:27:11.242000,0.0,
1011,RIC,rb,9.0,13.0,5232469000000.0,Lapped,Emilia Romagna Grand Prix,0 days 01:27:12.469000,0.0,
1012,OCO,alpine,12.0,14.0,5248715000000.0,Lapped,Emilia Romagna Grand Prix,0 days 01:27:28.715000,0.0,
1013,ZHO,sauber,17.0,15.0,5249741000000.0,Lapped,Emilia Romagna Grand Prix,0 days 01:27:29.741000,0.0,
1014,GAS,alpine,15.0,16.0,5254523000000.0,Lapped,Emilia Romagna Grand Prix,0 days 01:27:34.523000,0.0,
1015,SAR,williams,19.0,17.0,5255859000000.0,Lapped,Emilia Romagna Grand Prix,0 days 01:27:35.859000,0.0,
1016,BOT,sauber,16.0,18.0,5261151000000.0,Lapped,Emilia Romagna Grand Prix,0 days 01:27:41.151000,0.0,
1017,ALO,aston_martin,20.0,19.0,5279932000000.0,Lapped,Emilia Romagna Grand Prix,0 days 01:27:59.932000,0.0,
1018,ALB,williams,14.0,20.0,,Retired,Emilia Romagna Grand Prix,,0.0,
1019,LEC,ferrari,1.0,1.0,8595554000000.0,Finished,Monaco Grand Prix,0 days 02:23:15.554000,0.0,
1020,PIA,mclaren,2.0,2.0,8602706000000.0,Finished,Monaco Grand Prix,0 days 02:23:22.706000,0.0,
1021,SAI,ferrari,3.0,3.0,8603139000000.0,Finished,Monaco Grand Prix,0 days 02:23:23.139000,0.0,
1022,NOR,mclaren,4.0,4.0,8604204000000.0,Finished,Monaco Grand Prix,0 days 02:23:24.204000,0.0,
1023,RUS,mercedes,5.0,5.0,8608863000000.0,Finished,Monaco Grand Prix,0 days 02:23:28.863000,0.0,
1024,VER,red_bull,6.0,6.0,8609407000000.0,Finished,Monaco Grand Prix,0 days 02:23:29.407000,0.0,
1025,HAM,mercedes,7.0,7.0,8610462000000.0,Finished,Monaco Grand Prix,0 days 02:23:30.462000,0.0,
1026,TSU,rb,8.0,8.0,8635041000000.0,Lapped,Monaco Grand Prix,0 days 02:23:55.041000,0.0,
1027,ALB,williams,9.0,9.0,8649606000000.0,Lapped,Monaco Grand Prix,0 days 02:24:09.606000,0.0,
1028,GAS,alpine,10.0,10.0,8655795000000.0,Lapped,Monaco Grand Prix,0 days 02:24:15.795000,0.0,
1029,ALO,aston_martin,14.0,11.0,8659649000000.0,Lapped,Monaco Grand Prix,0 days 02:24:19.649000,0.0,
1030,RIC,rb,12.0,12.0,8660059000000.0,Lapped,Monaco Grand Prix,0 days 02:24:20.059000,0.0,
1031,BOT,sauber,17.0,13.0,8660283000000.0,Lapped,Monaco Grand Prix,0 days 02:24:20.283000,0.0,
1032,STR,aston_martin,13.0,14.0,8661762000000.0,Lapped,Monaco Grand Prix,0 days 02:24:21.762000,0.0,
1033,SAR,williams,15.0,15.0,8664821000000.0,Lapped,Monaco Grand Prix,0 days 02:24:24.821000,0.0,
1034,ZHO,sauber,18.0,16.0,8711055000000.0,Lapped,Monaco Grand Prix,0 days 02:25:11.055000,0.0,
1035,OCO,alpine,11.0,17.0,,Retired,Monaco Grand Prix,,0.0,
1036,PER,red_bull,16.0,18.0,,Retired,Monaco Grand Prix,,0.0,
1037,HUL,haas,19.0,19.0,,Retired,Monaco Grand Prix,,0.0,
1038,MAG,haas,20.0,20.0,,Retired,Monaco Grand Prix,,0.0,
1039,VER,red_bull,2.0,1.0,6347927000000.0,Finished,Canadian Grand Prix,0 days 01:45:47.927000,0.2743362831858407,
1040,NOR,mclaren,3.0,2.0,6351806000000.0,Finished,Canadian Grand Prix,0 days 01:45:51.806000,0.2743362831858407,
1041,RUS,mercedes,1.0,3.0,6352244000000.0,Finished,Canadian Grand Prix,0 days 01:45:52.244000,0.2743362831858407,
1042,HAM,mercedes,7.0,4.0,6352842000000.0,Finished,Canadian Grand Prix,0 days 01:45:52.842000,0.2743362831858407,
1043,PIA,mclaren,4.0,5.0,6358126000000.0,Finished,Canadian Grand Prix,0 days 01:45:58.126000,0.2743362831858407,
1044,ALO,aston_martin,6.0,6.0,6365437000000.0,Finished,Canadian Grand Prix,0 days 01:46:05.437000,0.2743362831858407,
1045,STR,aston_martin,9.0,7.0,6371552000000.0,Finished,Canadian Grand Prix,0 days 01:46:11.552000,0.2743362831858407,
1046,RIC,rb,5.0,8.0,6376599000000.0,Finished,Canadian Grand Prix,0 days 01:46:16.599000,0.2743362831858407,
1047,GAS,alpine,15.0,9.0,6377948000000.0,Finished,Canadian Grand Prix,0 days 01:46:17.948000,0.2743362831858407,
1048,OCO,alpine,18.0,10.0,6378240000000.0,Finished,Canadian Grand Prix,0 days 01:46:18.240000,0.2743362831858407,
1049,HUL,haas,17.0,11.0,6378751000000.0,Finished,Canadian Grand Prix,0 days 01:46:18.751000,0.2743362831858407,
1050,MAG,haas,14.0,12.0,6379180000000.0,Finished,Canadian Grand Prix,0 days 01:46:19.180000,0.2743362831858407,
1051,BOT,sauber,19.0,13.0,6388414000000.0,Finished,Canadian Grand Prix,0 days 01:46:28.414000,0.2743362831858407,
1052,TSU,rb,8.0,14.0,6400621000000.0,Finished,Canadian Grand Prix,0 days 01:46:40.621000,0.2743362831858407,
1053,ZHO,sauber,20.0,15.0,6401455000000.0,Lapped,Canadian Grand Prix,0 days 01:46:41.455000,0.2743362831858407,
1054,SAI,ferrari,12.0,16.0,,Retired,Canadian Grand Prix,,0.2743362831858407,
1055,ALB,williams,10.0,17.0,,Retired,Canadian Grand Prix,,0.2743362831858407,
1056,PER,red_bull,16.0,18.0,,Retired,Canadian Grand Prix,,0.2743362831858407,
1057,LEC,ferrari,11.0,19.0,,Retired,Canadian Grand Prix,,0.2743362831858407,
1058,SAR,williams,13.0,20.0,,Retired,Canadian Grand Prix,,0.2743362831858407,
1059,VER,red_bull,2.0,1.0,5300227000000.0,Finished,Spanish Grand Prix,0 days 01:28:20.227000,0.0064935064935064,
1060,NOR,mclaren,1.0,2.0,5302446000000.0,Finished,Spanish Grand Prix,0 days 01:28:22.446000,0.0064935064935064,
1061,HAM,mercedes,3.0,3.0,5318017000000.0,Finished,Spanish Grand Prix,0 days 01:28:38.017000,0.0064935064935064,
1062,RUS,mercedes,4.0,4.0,5322547000000.0,Finished,Spanish Grand Prix,0 days 01:28:42.547000,0.0064935064935064,
1063,LEC,ferrari,5.0,5.0,5322936000000.0,Finished,Spanish Grand Prix,0 days 01:28:42.936000,0.0064935064935064,
1064,SAI,ferrari,6.0,6.0,5331255000000.0,Finished,Spanish Grand Prix,0 days 01:28:51.255000,0.0064935064935064,
1065,PIA,mclaren,9.0,7.0,5333987000000.0,Finished,Spanish Grand Prix,0 days 01:28:53.987000,0.0064935064935064,
1066,PER,red_bull,11.0,8.0,5359751000000.0,Finished,Spanish Grand Prix,0 days 01:29:19.751000,0.0064935064935064,
1067,GAS,alpine,7.0,9.0,5362252000000.0,Finished,Spanish Grand Prix,0 days 01:29:22.252000,0.0064935064935064,
1068,OCO,alpine,8.0,10.0,5372116000000.0,Finished,Spanish Grand Prix,0 days 01:29:32.116000,0.0064935064935064,
1069,HUL,haas,13.0,11.0,5379442000000.0,Finished,Spanish Grand Prix,0 days 01:29:39.442000,0.0064935064935064,
1070,ALO,aston_martin,10.0,12.0,5388939000000.0,Lapped,Spanish Grand Prix,0 days 01:29:48.939000,0.0064935064935064,
1071,ZHO,sauber,15.0,13.0,5394918000000.0,Lapped,Spanish Grand Prix,0 days 01:29:54.918000,0.0064935064935064,
1072,STR,aston_martin,14.0,14.0,5404694000000.0,Lapped,Spanish Grand Prix,0 days 01:30:04.694000,0.0064935064935064,
1073,RIC,rb,18.0,15.0,5423492000000.0,Lapped,Spanish Grand Prix,0 days 01:30:23.492000,0.0064935064935064,
1074,BOT,sauber,12.0,16.0,5432755000000.0,Lapped,Spanish Grand Prix,0 days 01:30:32.755000,0.0064935064935064,
1075,MAG,haas,16.0,17.0,5434230000000.0,Lapped,Spanish Grand Prix,0 days 01:30:34.230000,0.0064935064935064,
1076,ALB,williams,20.0,18.0,5437591000000.0,Lapped,Spanish Grand Prix,0 days 01:30:37.591000,0.0064935064935064,
1077,TSU,rb,17.0,19.0,5448346000000.0,Lapped,Spanish Grand Prix,0 days 01:30:48.346000,0.0064935064935064,
1078,SAR,williams,19.0,20.0,5453212000000.0,Lapped,Spanish Grand Prix,0 days 01:30:53.212000,0.0064935064935064,
1079,RUS,mercedes,3.0,1.0,5062798000000.0,Finished,Austrian Grand Prix,0 days 01:24:22.798000,0.0069930069930069,
1080,PIA,mclaren,7.0,2.0,5064704000000.0,Finished,Austrian Grand Prix,0 days 01:24:24.704000,0.0069930069930069,
1081,SAI,ferrari,4.0,3.0,5067331000000.0,Finished,Austrian Grand Prix,0 days 01:24:27.331000,0.0069930069930069,
1082,HAM,mercedes,5.0,4.0,5085940000000.0,Finished,Austrian Grand Prix,0 days 01:24:45.940000,0.0069930069930069,
1083,VER,red_bull,1.0,5.0,5100051000000.0,Finished,Austrian Grand Prix,0 days 01:25:00.051000,0.0069930069930069,
1084,HUL,haas,9.0,6.0,5116886000000.0,Finished,Austrian Grand Prix,0 days 01:25:16.886000,0.0069930069930069,
1085,PER,red_bull,8.0,7.0,5117470000000.0,Finished,Austrian Grand Prix,0 days 01:25:17.470000,0.0069930069930069,
1086,MAG,haas,12.0,8.0,5123153000000.0,Finished,Austrian Grand Prix,0 days 01:25:23.153000,0.0069930069930069,
1087,RIC,rb,11.0,9.0,5123967000000.0,Finished,Austrian Grand Prix,0 days 01:25:23.967000,0.0069930069930069,
1088,GAS,alpine,13.0,10.0,5124564000000.0,Finished,Austrian Grand Prix,0 days 01:25:24.564000,0.0069930069930069,
1089,LEC,ferrari,6.0,11.0,5129854000000.0,Finished,Austrian Grand Prix,0 days 01:25:29.854000,0.0069930069930069,
1090,OCO,alpine,10.0,12.0,5131123000000.0,Finished,Austrian Grand Prix,0 days 01:25:31.123000,0.0069930069930069,
1091,STR,aston_martin,17.0,13.0,5141357000000.0,Lapped,Austrian Grand Prix,0 days 01:25:41.357000,0.0069930069930069,
1092,TSU,rb,14.0,14.0,5144268000000.0,Lapped,Austrian Grand Prix,0 days 01:25:44.268000,0.0069930069930069,
1093,ALB,williams,16.0,15.0,5146989000000.0,Lapped,Austrian Grand Prix,0 days 01:25:46.989000,0.0069930069930069,
1094,BOT,sauber,18.0,16.0,5150498000000.0,Lapped,Austrian Grand Prix,0 days 01:25:50.498000,0.0069930069930069,
1095,ZHO,sauber,20.0,17.0,5176005000000.0,Lapped,Austrian Grand Prix,0 days 01:26:16.005000,0.0069930069930069,
1096,ALO,aston_martin,15.0,18.0,5178783000000.0,Lapped,Austrian Grand Prix,0 days 01:26:18.783000,0.0069930069930069,
1097,SAR,williams,19.0,19.0,5185092000000.0,Lapped,Austrian Grand Prix,0 days 01:26:25.092000,0.0069930069930069,
1098,NOR,mclaren,2.0,20.0,,Lapped,Austrian Grand Prix,,0.0069930069930069,
1099,HAM,mercedes,2.0,1.0,4947059000000.0,Finished,British Grand Prix,0 days 01:22:27.059000,0.3469387755102041,
1100,VER,red_bull,4.0,2.0,4948524000000.0,Finished,British Grand Prix,0 days 01:22:28.524000,0.3469387755102041,
1101,NOR,mclaren,3.0,3.0,4954606000000.0,Finished,British Grand Prix,0 days 01:22:34.606000,0.3469387755102041,
1102,PIA,mclaren,5.0,4.0,4959488000000.0,Finished,British Grand Prix,0 days 01:22:39.488000,0.3469387755102041,
1103,SAI,ferrari,7.0,5.0,4994377000000.0,Finished,British Grand Prix,0 days 01:23:14.377000,0.3469387755102041,
1104,HUL,haas,6.0,6.0,5002781000000.0,Finished,British Grand Prix,0 days 01:23:22.781000,0.3469387755102041,
1105,STR,aston_martin,8.0,7.0,5003628000000.0,Finished,British Grand Prix,0 days 01:23:23.628000,0.3469387755102041,
1106,ALO,aston_martin,10.0,8.0,5010636000000.0,Finished,British Grand Prix,0 days 01:23:30.636000,0.3469387755102041,
1107,ALB,williams,9.0,9.0,5015446000000.0,Finished,British Grand Prix,0 days 01:23:35.446000,0.3469387755102041,
1108,TSU,rb,13.0,10.0,5026362000000.0,Finished,British Grand Prix,0 days 01:23:46.362000,0.3469387755102041,
1109,SAR,williams,12.0,11.0,5036019000000.0,Finished,British Grand Prix,0 days 01:23:56.019000,0.3469387755102041,
1110,MAG,haas,17.0,12.0,5037212000000.0,Finished,British Grand Prix,0 days 01:23:57.212000,0.3469387755102041,
1111,RIC,rb,15.0,13.0,5047149000000.0,Lapped,British Grand Prix,0 days 01:24:07.149000,0.3469387755102041,
1112,LEC,ferrari,11.0,14.0,5077685000000.0,Lapped,British Grand Prix,0 days 01:24:37.685000,0.3469387755102041,
1113,BOT,sauber,16.0,15.0,5079033000000.0,Lapped,British Grand Prix,0 days 01:24:39.033000,0.3469387755102041,
1114,OCO,alpine,18.0,16.0,5089715000000.0,Lapped,British Grand Prix,0 days 01:24:49.715000,0.3469387755102041,
1115,PER,red_bull,20.0,17.0,5097038000000.0,Lapped,British Grand Prix,0 days 01:24:57.038000,0.3469387755102041,
1116,ZHO,sauber,14.0,18.0,5133509000000.0,Lapped,British Grand Prix,0 days 01:25:33.509000,0.3469387755102041,
1117,RUS,mercedes,1.0,19.0,,Retired,British Grand Prix,,0.3469387755102041,
1118,GAS,alpine,19.0,20.0,,Did not start,British Grand Prix,,0.3469387755102041,
1119,PIA,mclaren,2.0,1.0,5881989000000.0,Finished,Hungarian Grand Prix,0 days 01:38:01.989000,0.0,
1120,NOR,mclaren,1.0,2.0,5884130000000.0,Finished,Hungarian Grand Prix,0 days 01:38:04.130000,0.0,
1121,HAM,mercedes,5.0,3.0,5896869000000.0,Finished,Hungarian Grand Prix,0 days 01:38:16.869000,0.0,
1122,LEC,ferrari,6.0,4.0,5901675000000.0,Finished,Hungarian Grand Prix,0 days 01:38:21.675000,0.0,
1123,VER,red_bull,3.0,5.0,5903338000000.0,Finished,Hungarian Grand Prix,0 days 01:38:23.338000,0.0,
1124,SAI,ferrari,4.0,6.0,5905062000000.0,Finished,Hungarian Grand Prix,0 days 01:38:25.062000,0.0,
1125,PER,red_bull,16.0,7.0,5921781000000.0,Finished,Hungarian Grand Prix,0 days 01:38:41.781000,0.0,
1126,RUS,mercedes,17.0,8.0,5924357000000.0,Finished,Hungarian Grand Prix,0 days 01:38:44.357000,0.0,
1127,TSU,rb,10.0,9.0,5959248000000.0,Finished,Hungarian Grand Prix,0 days 01:39:19.248000,0.0,
1128,STR,aston_martin,8.0,10.0,5959965000000.0,Finished,Hungarian Grand Prix,0 days 01:39:19.965000,0.0,
1129,ALO,aston_martin,7.0,11.0,5964449000000.0,Finished,Hungarian Grand Prix,0 days 01:39:24.449000,0.0,
1130,RIC,rb,9.0,12.0,5982373000000.0,Lapped,Hungarian Grand Prix,0 days 01:39:42.373000,0.0,
1131,HUL,haas,11.0,13.0,5997633000000.0,Lapped,Hungarian Grand Prix,0 days 01:39:57.633000,0.0,
1132,ALB,williams,13.0,14.0,6001218000000.0,Lapped,Hungarian Grand Prix,0 days 01:40:01.218000,0.0,
1133,MAG,haas,15.0,15.0,6009751000000.0,Lapped,Hungarian Grand Prix,0 days 01:40:09.751000,0.0,
1134,BOT,sauber,12.0,16.0,6009858000000.0,Lapped,Hungarian Grand Prix,0 days 01:40:09.858000,0.0,
1135,SAR,williams,14.0,17.0,6017040000000.0,Lapped,Hungarian Grand Prix,0 days 01:40:17.040000,0.0,
1136,OCO,alpine,19.0,18.0,6025378000000.0,Lapped,Hungarian Grand Prix,0 days 01:40:25.378000,0.0,
1137,ZHO,sauber,18.0,19.0,6028047000000.0,Lapped,Hungarian Grand Prix,0 days 01:40:28.047000,0.0,
1138,GAS,alpine,20.0,20.0,,Retired,Hungarian Grand Prix,,0.0,
1139,HAM,mercedes,3.0,1.0,4797566000000.0,Finished,Belgian Grand Prix,0 days 01:19:57.566000,0.0,
1140,PIA,mclaren,5.0,2.0,4798213000000.0,Finished,Belgian Grand Prix,0 days 01:19:58.213000,0.0,
1141,LEC,ferrari,1.0,3.0,4805589000000.0,Finished,Belgian Grand Prix,0 days 01:20:05.589000,0.0,
1142,VER,red_bull,11.0,4.0,4806266000000.0,Finished,Belgian Grand Prix,0 days 01:20:06.266000,0.0,
1143,NOR,mclaren,4.0,5.0,4806890000000.0,Finished,Belgian Grand Prix,0 days 01:20:06.890000,0.0,
1144,SAI,ferrari,7.0,6.0,4816835000000.0,Finished,Belgian Grand Prix,0 days 01:20:16.835000,0.0,
1145,PER,red_bull,2.0,7.0,4840235000000.0,Finished,Belgian Grand Prix,0 days 01:20:40.235000,0.0,
1146,ALO,aston_martin,8.0,8.0,4847003000000.0,Finished,Belgian Grand Prix,0 days 01:20:47.003000,0.0,
1147,OCO,alpine,9.0,9.0,4849592000000.0,Finished,Belgian Grand Prix,0 days 01:20:49.592000,0.0,
1148,RIC,rb,13.0,10.0,4851966000000.0,Finished,Belgian Grand Prix,0 days 01:20:51.966000,0.0,
1149,STR,aston_martin,15.0,11.0,4860051000000.0,Finished,Belgian Grand Prix,0 days 01:21:00.051000,0.0,
1150,ALB,williams,10.0,12.0,4860691000000.0,Finished,Belgian Grand Prix,0 days 01:21:00.691000,0.0,
1151,GAS,alpine,12.0,13.0,4861405000000.0,Finished,Belgian Grand Prix,0 days 01:21:01.405000,0.0,
1152,MAG,haas,17.0,14.0,4863671000000.0,Finished,Belgian Grand Prix,0 days 01:21:03.671000,0.0,
1153,BOT,sauber,14.0,15.0,4867678000000.0,Finished,Belgian Grand Prix,0 days 01:21:07.678000,0.0,
1154,TSU,rb,20.0,16.0,4873777000000.0,Finished,Belgian Grand Prix,0 days 01:21:13.777000,0.0,
1155,SAR,williams,18.0,17.0,4883097000000.0,Finished,Belgian Grand Prix,0 days 01:21:23.097000,0.0,
1156,HUL,haas,16.0,18.0,4885873000000.0,Finished,Belgian Grand Prix,0 days 01:21:25.873000,0.0,
1157,ZHO,sauber,19.0,19.0,,Retired,Belgian Grand Prix,,0.0,
1158,RUS,mercedes,6.0,20.0,,Disqualified,Belgian Grand Prix,,0.0,
1159,NOR,mclaren,1.0,1.0,5445519000000.0,Finished,Dutch Grand Prix,0 days 01:30:45.519000,0.0,
1160,VER,red_bull,2.0,2.0,5468415000000.0,Finished,Dutch Grand Prix,0 days 01:31:08.415000,0.0,
1161,LEC,ferrari,6.0,3.0,5470958000000.0,Finished,Dutch Grand Prix,0 days 01:31:10.958000,0.0,
1162,PIA,mclaren,3.0,4.0,5472856000000.0,Finished,Dutch Grand Prix,0 days 01:31:12.856000,0.0,
1163,SAI,ferrari,10.0,5.0,5477656000000.0,Finished,Dutch Grand Prix,0 days 01:31:17.656000,0.0,
1164,PER,red_bull,5.0,6.0,5485061000000.0,Finished,Dutch Grand Prix,0 days 01:31:25.061000,0.0,
1165,RUS,mercedes,4.0,7.0,5490136000000.0,Finished,Dutch Grand Prix,0 days 01:31:30.136000,0.0,
1166,HAM,mercedes,14.0,8.0,5495118000000.0,Finished,Dutch Grand Prix,0 days 01:31:35.118000,0.0,
1167,GAS,alpine,9.0,9.0,5503722000000.0,Lapped,Dutch Grand Prix,0 days 01:31:43.722000,0.0,
1168,ALO,aston_martin,7.0,10.0,5508651000000.0,Lapped,Dutch Grand Prix,0 days 01:31:48.651000,0.0,
1169,HUL,haas,12.0,11.0,5514332000000.0,Lapped,Dutch Grand Prix,0 days 01:31:54.332000,0.0,
1170,RIC,rb,13.0,12.0,5516185000000.0,Lapped,Dutch Grand Prix,0 days 01:31:56.185000,0.0,
1171,STR,aston_martin,8.0,13.0,5520830000000.0,Lapped,Dutch Grand Prix,0 days 01:32:00.830000,0.0,
1172,ALB,williams,19.0,14.0,5535829000000.0,Lapped,Dutch Grand Prix,0 days 01:32:15.829000,0.0,
1173,OCO,alpine,15.0,15.0,5541996000000.0,Lapped,Dutch Grand Prix,0 days 01:32:21.996000,0.0,
1174,SAR,williams,18.0,16.0,5559657000000.0,Lapped,Dutch Grand Prix,0 days 01:32:39.657000,0.0,
1175,TSU,rb,11.0,17.0,5560264000000.0,Lapped,Dutch Grand Prix,0 days 01:32:40.264000,0.0,
1176,MAG,haas,20.0,18.0,5560825000000.0,Lapped,Dutch Grand Prix,0 days 01:32:40.825000,0.0,
1177,BOT,sauber,16.0,19.0,5564073000000.0,Lapped,Dutch Grand Prix,0 days 01:32:44.073000,0.0,
1178,ZHO,sauber,17.0,20.0,5596844000000.0,Lapped,Dutch Grand Prix,0 days 01:33:16.844000,0.0,
1179,LEC,ferrari,4.0,1.0,4480727000000.0,Finished,Italian Grand Prix,0 days 01:14:40.727000,0.0,
1180,PIA,mclaren,2.0,2.0,4483391000000.0,Finished,Italian Grand Prix,0 days 01:14:43.391000,0.0,
1181,NOR,mclaren,1.0,3.0,4486880000000.0,Finished,Italian Grand Prix,0 days 01:14:46.880000,0.0,
1182,SAI,ferrari,5.0,4.0,4496348000000.0,Finished,Italian Grand Prix,0 days 01:14:56.348000,0.0,
1183,HAM,mercedes,6.0,5.0,4503547000000.0,Finished,Italian Grand Prix,0 days 01:15:03.547000,0.0,
1184,VER,red_bull,7.0,6.0,4518659000000.0,Finished,Italian Grand Prix,0 days 01:15:18.659000,0.0,
1185,RUS,mercedes,3.0,7.0,4520442000000.0,Finished,Italian Grand Prix,0 days 01:15:20.442000,0.0,
1186,PER,red_bull,8.0,8.0,4534875000000.0,Finished,Italian Grand Prix,0 days 01:15:34.875000,0.0,
1187,ALB,williams,9.0,9.0,4548183000000.0,Finished,Italian Grand Prix,0 days 01:15:48.183000,0.0,
1188,MAG,haas,13.0,10.0,4549029000000.0,Finished,Italian Grand Prix,0 days 01:15:49.029000,0.0,
1189,ALO,aston_martin,11.0,11.0,4549222000000.0,Finished,Italian Grand Prix,0 days 01:15:49.222000,0.0,
1190,COL,williams,18.0,12.0,4562035000000.0,Finished,Italian Grand Prix,0 days 01:16:02.035000,0.0,
1191,RIC,rb,12.0,13.0,4574179000000.0,Finished,Italian Grand Prix,0 days 01:16:14.179000,0.0,
1192,OCO,alpine,15.0,14.0,4586838000000.0,Lapped,Italian Grand Prix,0 days 01:16:26.838000,0.0,
1193,GAS,alpine,14.0,15.0,4592523000000.0,Lapped,Italian Grand Prix,0 days 01:16:32.523000,0.0,
1194,BOT,sauber,19.0,16.0,4601390000000.0,Lapped,Italian Grand Prix,0 days 01:16:41.390000,0.0,
1195,HUL,haas,10.0,17.0,4605049000000.0,Lapped,Italian Grand Prix,0 days 01:16:45.049000,0.0,
1196,ZHO,sauber,20.0,18.0,4614234000000.0,Lapped,Italian Grand Prix,0 days 01:16:54.234000,0.0,
1197,STR,aston_martin,17.0,19.0,4617687000000.0,Lapped,Italian Grand Prix,0 days 01:16:57.687000,0.0,
1198,TSU,rb,16.0,20.0,,Retired,Italian Grand Prix,,0.0,
1199,PIA,mclaren,2.0,1.0,5578007000000.0,Finished,Azerbaijan Grand Prix,0 days 01:32:58.007000,0.0,
1200,LEC,ferrari,1.0,2.0,5588917000000.0,Finished,Azerbaijan Grand Prix,0 days 01:33:08.917000,0.0,
1201,RUS,mercedes,5.0,3.0,5609335000000.0,Finished,Azerbaijan Grand Prix,0 days 01:33:29.335000,0.0,
1202,NOR,mclaren,15.0,4.0,5614150000000.0,Finished,Azerbaijan Grand Prix,0 days 01:33:34.150000,0.0,
1203,VER,red_bull,6.0,5.0,5655105000000.0,Finished,Azerbaijan Grand Prix,0 days 01:34:15.105000,0.0,
1204,ALO,aston_martin,7.0,6.0,5663475000000.0,Finished,Azerbaijan Grand Prix,0 days 01:34:23.475000,0.0,
1205,ALB,williams,9.0,7.0,5665403000000.0,Finished,Azerbaijan Grand Prix,0 days 01:34:25.403000,0.0,
1206,COL,williams,8.0,8.0,5667548000000.0,Finished,Azerbaijan Grand Prix,0 days 01:34:27.548000,0.0,
1207,HAM,mercedes,19.0,9.0,5670408000000.0,Finished,Azerbaijan Grand Prix,0 days 01:34:30.408000,0.0,
1208,BEA,haas,10.0,10.0,5671134000000.0,Finished,Azerbaijan Grand Prix,0 days 01:34:31.134000,0.0,
1209,HUL,haas,12.0,11.0,5671472000000.0,Finished,Azerbaijan Grand Prix,0 days 01:34:31.472000,0.0,
1210,GAS,alpine,18.0,12.0,5695196000000.0,Finished,Azerbaijan Grand Prix,0 days 01:34:55.196000,0.0,
